customer_id	gadget	revenues
K324270	A	10
K324270	B	16
K324270	C	24
K324270	D	38
K324270	E	53
K324270	F	61
K324270	G	71
K324270	K	107
K324270	L	119
K324280	A	9
K324280	E	50
K324280	F	57
K324280	G	71
K324280	L	126
K324290	B	17
K324290	C	32
K324290	D	40
K324290	E	49
K324290	F	63
K324290	G	71
K324300	E	49
K324300	F	62
K324300	G	67
K324300	L	115
K324310	E	53
K324310	F	55
K324310	G	68
K324310	H	78
K324310	I	91
K324310	J	101
K324320	D	40
K324320	E	45
K324320	F	56
K324320	G	67
K324320	K	115
K324330	E	48
K324330	F	53
K324330	G	68
K324330	H	79
K324330	J	102
K324340	A	11
K324340	B	21
K324340	C	32
K324340	D	38
K324340	E	53
K324340	F	58
K324340	G	69
K324350	A	7
K324350	B	17
K324350	C	32
K324350	D	38
K324350	E	51
K324350	F	57
K324350	G	69
K324360	A	6
K324360	B	20
K324360	C	29
K324360	D	42
K324360	E	51
K324360	F	59
K324360	G	72
K324370	E	50
K324370	F	62
K324370	G	71
K324380	A	9
K324380	B	20
K324380	C	31
K324380	D	38
K324380	E	47
K324380	F	58
K324380	G	71
K324380	I	84
K324380	K	106
K324380	L	121
K324390	E	40
K324390	F	59
K324390	G	67
K324390	K	104
K324390	L	116
K324400	E	51
K324400	F	57
K324410	A	6
K324410	E	48
K324410	F	59
K324410	G	69
K324410	J	102
K324420	A	10
K324420	E	47
K324420	F	61
K324420	G	71
K324420	I	89
K324430	A	12
K324430	C	28
K324430	D	35
K324430	E	54
K324430	F	60
K324430	G	67
K324440	A	11
K324440	B	22
K324440	C	30
K324440	D	38
K324440	E	48
K324440	F	63
K324440	G	67
K324440	I	91
K324440	J	99
K324450	E	47
K324450	F	53
K324450	G	66
K324450	K	112
K324460	A	12
K324460	B	13
K324460	C	31
K324460	D	39
K324460	E	49
K324460	F	57
K324460	G	71
K324460	H	80
K324460	J	100
K324470	A	9
K324470	B	21
K324470	C	28
K324470	E	52
K324470	F	57
K324470	G	68
K324480	E	48
K324480	F	59
K324480	G	69
K324490	E	52
K324490	F	62
K324490	G	69
K324500	E	50
K324500	F	59
K324500	G	75
K324510	C	31
K324510	E	52
K324510	G	68
K324510	H	75
K324510	I	87
K324510	J	100
K324520	E	44
K324520	F	60
K324520	G	68
K324520	K	106
K324520	L	113
K324530	E	49
K324530	F	58
K324530	G	68
K324540	A	9
K324540	B	15
K324540	C	33
K324540	D	39
K324540	E	47
K324540	F	56
K324540	G	69
K324540	J	98
K324550	E	48
K324550	F	59
K324550	G	69
K324560	A	9
K324560	B	24
K324560	C	28
K324560	D	41
K324560	E	52
K324560	F	56
K324560	G	66
K324560	H	85
K324570	E	49
K324570	F	62
K324570	G	66
K324580	E	53
K324580	F	64
K324580	G	69
K324580	I	93
K324580	K	113
K324590	E	45
K324590	F	60
K324590	G	65
K324590	H	73
K324590	I	91
K324600	B	17
K324600	E	48
K324600	F	60
K324600	G	69
K324610	C	25
K324610	E	42
K324610	F	63
K324610	G	72
K324620	D	39
K324620	E	50
K324620	F	60
K324620	G	70
K324630	B	22
K324630	D	40
K324630	E	48
K324630	F	61
K324630	G	74
K324630	K	112
K324640	B	21
K324640	C	25
K324640	D	37
K324640	E	44
K324640	F	62
K324640	G	66
K324640	J	94
K324640	L	118
K324650	B	21
K324650	E	43
K324650	F	60
K324650	K	110
K324650	L	115
K324660	E	49
K324660	F	64
K324660	G	70
K324670	E	53
K324670	F	60
K324670	G	72
K324670	K	114
K324680	D	39
K324680	E	51
K324680	F	56
K324680	G	70
K324680	L	117
K324690	E	50
K324690	F	53
K324690	G	71
K324690	I	87
K324690	J	100
K324690	L	119
K324700	F	61
K324700	G	66
K324710	E	50
K324710	F	60
K324710	G	67
K324710	L	121
K324720	A	5
K324720	B	19
K324720	E	51
K324720	F	61
K324720	G	69
K324720	J	98
K324730	E	46
K324740	E	52
K324740	F	62
K324750	E	50
K324750	F	60
K324750	G	69
K324750	K	111
K324760	E	48
K324760	F	64
K324760	G	69
K324770	E	53
K324770	F	60
K324770	G	71
K324770	H	83
K324770	I	88
K324770	K	107
K324770	L	123
K324780	A	12
K324780	B	17
K324780	C	27
K324780	D	35
K324780	E	49
K324780	F	60
K324780	G	71
K324790	E	54
K324790	F	60
K324790	G	66
K324800	A	9
K324800	C	25
K324800	D	39
K324800	E	47
K324800	F	62
K324800	G	69
K324800	H	77
K324800	J	96
K324810	D	40
K324810	E	47
K324810	F	58
K324810	G	67
K324810	K	106
K324810	L	115
K324820	B	24
K324820	C	26
K324820	E	48
K324820	F	59
K324820	G	68
K324820	J	98
K324830	E	47
K324830	F	58
K324830	G	71
K324830	K	113
K324830	L	122
K324840	E	50
K324840	F	57
K324840	G	70
K324840	K	113
K324850	A	11
K324850	B	17
K324850	C	26
K324850	D	38
K324850	E	49
K324850	F	60
K324850	G	70
K324850	H	83
K324850	I	92
K324860	A	10
K324860	B	20
K324860	C	30
K324860	D	41
K324860	E	53
K324860	F	62
K324860	G	69
K324870	B	24
K324870	E	48
K324870	F	57
K324870	H	75
K324870	I	87
K324870	J	95
K324880	E	53
K324880	F	59
K324880	G	73
K324880	K	110
K324880	L	119
K324890	E	50
K324890	G	71
K324890	J	94
K324900	E	50
K324900	F	59
K324900	G	68
K324900	I	89
K324910	B	18
K324910	E	48
K324910	F	63
K324910	G	66
K324920	E	43
K324920	G	67
K324920	H	81
K324920	I	90
K324920	J	98
K324930	A	8
K324930	B	22
K324930	D	38
K324930	E	48
K324930	F	61
K324930	G	73
K324930	K	111
K324930	L	115
K324940	E	48
K324940	F	60
K324940	G	71
K324940	H	76
K324940	I	89
K324940	J	100
K324950	E	52
K324950	F	59
K324950	G	66
K324950	I	94
K324950	J	98
K324960	A	11
K324960	B	23
K324960	E	53
K324960	F	63
K324960	G	72
K324970	E	52
K324970	F	60
K324970	G	67
K324970	K	112
K324970	L	123
K324980	A	13
K324980	B	20
K324980	C	26
K324980	D	40
K324980	E	50
K324980	F	59
K324980	G	75
K324980	H	79
K324980	I	89
K324990	A	8
K324990	B	15
K324990	E	49
K324990	F	59
K324990	G	67
K324990	H	78
K324990	I	87
K325000	B	19
K325000	C	29
K325000	D	39
K325000	E	50
K325000	F	60
K325000	G	69
K325010	E	51
K325010	F	63
K325010	G	66
K325020	E	49
K325020	F	60
K325020	G	68
K325020	H	83
K325020	I	89
K325020	J	96
K325030	E	48
K325030	F	59
K325030	G	66
K325040	B	25
K325040	D	36
K325040	E	42
K325040	F	63
K325040	G	70
K325050	A	10
K325050	B	21
K325050	D	43
K325050	E	50
K325050	F	58
K325050	G	71
K325050	K	108
K325050	L	120
K325060	A	10
K325060	B	23
K325060	C	29
K325060	D	38
K325060	F	60
K325060	G	71
K325060	K	113
K325060	L	119
K325070	A	7
K325070	B	20
K325070	D	41
K325070	E	50
K325070	F	61
K325070	G	66
K325080	E	54
K325080	F	54
K325080	G	64
K325080	H	81
K325090	F	58
K325090	G	67
K325100	E	51
K325100	F	54
K325100	G	73
K325100	H	78
K325100	I	94
K325100	J	101
K325100	K	115
K325110	A	16
K325110	B	18
K325110	C	26
K325110	E	45
K325110	F	65
K325110	G	70
K325110	H	81
K325110	I	86
K325110	J	97
K325110	K	109
K325110	L	115
K325120	A	11
K325120	B	18
K325120	C	30
K325120	E	49
K325120	F	64
K325120	G	75
K325130	B	23
K325130	E	45
K325130	F	60
K325130	G	69
K325130	H	80
K325140	E	50
K325140	F	57
K325140	G	66
K325140	I	88
K325140	J	103
K325140	L	115
K325150	E	46
K325150	F	57
K325150	G	68
K325150	K	109
K325150	L	119
K325160	A	12
K325160	C	26
K325160	E	46
K325160	F	62
K325160	G	72
K325170	B	19
K325170	E	51
K325170	F	59
K325170	G	72
K325180	B	19
K325180	C	27
K325180	D	38
K325180	E	49
K325180	F	59
K325180	G	67
K325180	H	83
K325180	I	89
K325180	J	103
K325190	E	51
K325190	F	59
K325190	G	73
K325200	E	48
K325200	F	62
K325200	G	67
K325200	K	111
K325210	A	13
K325210	C	28
K325210	D	40
K325210	E	49
K325210	F	60
K325210	G	72
K325220	A	11
K325220	B	17
K325220	C	29
K325220	D	40
K325220	E	52
K325220	F	54
K325220	G	69
K325220	H	83
K325220	I	92
K325220	J	101
K325230	A	7
K325230	B	16
K325230	D	40
K325230	E	49
K325230	F	59
K325230	G	73
K325240	A	11
K325240	B	19
K325240	C	28
K325240	E	47
K325240	F	55
K325240	G	73
K325250	A	9
K325250	B	20
K325250	C	33
K325250	D	33
K325250	F	60
K325250	G	69
K325250	L	115
K325260	E	52
K325260	F	58
K325260	G	72
K325270	E	50
K325270	F	58
K325270	G	73
K325270	H	77
K325270	I	91
K325270	J	97
K325280	E	46
K325280	F	60
K325280	G	74
K325280	K	112
K325280	L	124
K325290	E	52
K325290	F	61
K325290	G	71
K325290	L	122
K325300	E	49
K325300	F	64
K325300	G	73
K325300	H	82
K325300	I	84
K325300	J	100
K325300	K	112
K325300	L	121
K325310	A	14
K325310	B	23
K325310	C	28
K325310	D	38
K325310	F	62
K325310	H	81
K325310	J	98
K325320	E	50
K325320	F	57
K325320	G	71
K325320	H	80
K325320	I	91
K325320	J	101
K325330	A	13
K325330	B	20
K325330	C	25
K325330	D	39
K325330	E	51
K325330	F	57
K325330	G	71
K325340	E	49
K325340	F	58
K325340	G	67
K325350	E	51
K325350	F	60
K325350	G	70
K325350	J	97
K325350	K	107
K325350	L	117
K325360	A	10
K325360	B	20
K325360	C	28
K325360	D	40
K325360	F	63
K325360	G	72
K325360	K	109
K325360	L	115
K325370	D	37
K325370	E	44
K325370	F	59
K325370	G	71
K325370	I	85
K325370	J	99
K325380	E	51
K325380	F	62
K325390	B	17
K325390	C	25
K325390	D	39
K325390	E	48
K325390	F	58
K325390	G	72
K325390	K	109
K325400	A	11
K325400	B	13
K325400	C	38
K325400	E	48
K325400	F	57
K325400	G	70
K325410	A	7
K325410	B	20
K325410	C	30
K325410	D	41
K325410	E	49
K325410	F	60
K325410	G	67
K325410	I	92
K325420	B	18
K325420	C	28
K325420	E	50
K325420	F	60
K325420	G	67
K325420	K	114
K325430	E	50
K325430	F	57
K325430	G	66
K325430	K	109
K325430	L	121
K325440	A	9
K325440	B	20
K325440	C	33
K325440	D	41
K325440	E	48
K325440	F	65
K325440	G	70
K325440	I	90
K325440	K	107
K325450	A	11
K325450	C	34
K325450	D	38
K325450	E	49
K325450	F	59
K325450	G	73
K325450	H	77
K325450	I	86
K325450	J	98
K325460	B	19
K325460	E	49
K325460	F	62
K325470	E	44
K325470	F	57
K325470	G	72
K325470	J	100
K325480	E	53
K325480	F	62
K325480	G	66
K325480	H	82
K325480	J	97
K325490	B	21
K325490	D	40
K325490	E	49
K325490	F	60
K325490	G	71
K325490	H	78
K325490	I	91
K325490	J	96
K325490	K	109
K325500	A	9
K325500	E	50
K325500	F	60
K325500	G	67
K325510	E	52
K325510	F	58
K325510	G	65
K325510	H	82
K325510	J	100
K325510	L	120
K325520	E	52
K325520	F	62
K325520	G	74
K325520	K	110
K325520	L	116
K325530	E	53
K325530	F	60
K325530	G	70
K325540	E	48
K325540	F	60
K325540	G	71
K325540	H	78
K325540	I	88
K325540	J	100
K325550	E	47
K325550	F	61
K325550	G	70
K325560	A	12
K325560	C	32
K325560	D	43
K325560	E	56
K325560	F	57
K325570	A	13
K325570	C	29
K325570	D	41
K325570	E	51
K325570	G	72
K325570	I	90
K325580	E	49
K325580	F	61
K325580	G	72
K325580	I	85
K325580	J	100
K325590	E	52
K325590	F	60
K325590	G	69
K325600	E	51
K325600	F	61
K325600	K	112
K325610	A	13
K325610	B	23
K325610	C	29
K325610	D	43
K325610	E	52
K325610	F	53
K325610	G	72
K325610	H	82
K325610	I	91
K325610	K	112
K325610	L	118
K325620	E	47
K325620	F	59
K325620	G	70
K325620	H	79
K325620	J	97
K325620	K	110
K325620	L	119
K325630	B	24
K325630	E	52
K325630	F	62
K325630	G	74
K325640	E	51
K325640	F	58
K325640	G	68
K325650	C	32
K325650	E	49
K325650	F	64
K325650	G	68
K325650	H	79
K325660	A	6
K325660	B	21
K325660	C	36
K325660	D	34
K325660	E	51
K325660	F	63
K325660	G	72
K325670	E	46
K325670	F	60
K325670	G	71
K325670	H	76
K325670	J	98
K325670	L	123
K325680	E	47
K325680	F	58
K325680	G	70
K325680	K	107
K325680	L	121
K325690	A	7
K325690	B	19
K325690	C	28
K325690	D	40
K325690	E	54
K325690	F	62
K325690	G	70
K325690	K	106
K325690	L	117
K325700	C	26
K325700	E	48
K325700	F	56
K325700	G	66
K325700	H	81
K325700	I	96
K325700	J	101
K325700	K	110
K325700	L	122
K325710	E	48
K325710	G	69
K325710	J	100
K325720	E	49
K325720	F	63
K325720	G	72
K325720	K	116
K325720	L	122
K325730	E	53
K325730	F	61
K325730	G	70
K325730	H	80
K325730	I	93
K325730	J	99
K325740	E	49
K325740	F	55
K325740	G	70
K325740	H	84
K325740	J	99
K325740	K	113
K325740	L	121
K325750	A	13
K325750	B	17
K325750	C	30
K325750	D	37
K325750	E	51
K325750	F	55
K325750	G	67
K325760	D	38
K325760	E	54
K325760	F	61
K325760	G	70
K325760	K	112
K325760	L	123
K325770	A	8
K325770	B	16
K325770	C	34
K325770	D	35
K325770	E	51
K325770	F	62
K325770	G	68
K325780	A	9
K325780	B	17
K325780	D	38
K325780	E	50
K325780	F	56
K325780	G	66
K325790	E	50
K325790	F	58
K325800	A	7
K325800	B	17
K325800	C	32
K325800	D	32
K325800	E	47
K325800	F	54
K325800	G	74
K325800	H	81
K325800	I	89
K325800	J	98
K325810	E	50
K325810	F	61
K325810	G	67
K325810	H	82
K325810	I	92
K325810	J	99
K325820	F	61
K325820	I	90
K325830	A	9
K325830	B	18
K325830	C	29
K325830	D	45
K325830	E	48
K325830	F	57
K325830	G	67
K325830	H	82
K325830	I	89
K325830	J	100
K325830	K	107
K325830	L	124
K325840	A	11
K325840	C	32
K325840	D	40
K325840	E	48
K325840	F	61
K325840	G	73
K325840	H	80
K325840	I	89
K325850	E	50
K325850	F	60
K325850	G	69
K325860	A	10
K325860	B	20
K325860	C	30
K325860	D	38
K325860	E	45
K325860	F	58
K325860	G	73
K325860	J	104
K325870	A	9
K325870	E	46
K325870	G	70
K325870	H	80
K325870	I	90
K325880	A	9
K325880	C	28
K325880	D	39
K325880	E	50
K325880	F	58
K325880	G	72
K325880	H	77
K325880	I	90
K325880	J	100
K325880	K	112
K325880	L	123
K325890	E	49
K325890	F	61
K325890	G	69
K325890	J	98
K325900	B	17
K325900	E	48
K325900	F	63
K325900	G	69
K325910	E	48
K325910	F	59
K325910	G	70
K325910	I	92
K325910	J	99
K325920	A	13
K325920	E	48
K325920	F	57
K325920	G	72
K325920	K	109
K325930	A	10
K325930	B	16
K325930	C	33
K325930	D	38
K325930	E	48
K325930	F	58
K325930	G	71
K325940	E	47
K325940	F	61
K325940	G	70
K325940	I	87
K325940	J	101
K325940	K	111
K325940	L	120
K325950	D	38
K325950	E	47
K325950	F	62
K325950	G	68
K325950	H	78
K325950	I	87
K325950	K	109
K325950	L	121
K325960	F	59
K325960	G	68
K325960	J	99
K325960	K	111
K325960	L	121
K325970	E	50
K325970	F	59
K325970	G	71
K325980	E	49
K325980	F	62
K325980	G	68
K325990	E	47
K325990	F	60
K325990	G	70
K325990	I	91
K325990	J	104
K326000	E	53
K326000	F	57
K326000	G	70
K326000	I	89
K326000	K	112
K326010	E	54
K326010	F	55
K326010	G	70
K326020	E	48
K326020	F	57
K326020	G	70
K326020	K	107
K326020	L	120
K326030	E	45
K326030	F	55
K326030	G	65
K326040	E	52
K326040	F	59
K326040	G	66
K326050	A	9
K326050	E	49
K326050	F	59
K326050	G	71
K326060	A	12
K326060	B	18
K326060	C	23
K326060	D	39
K326060	F	62
K326060	G	69
K326070	E	49
K326070	F	60
K326070	G	72
K326070	H	73
K326070	I	90
K326070	J	98
K326080	A	11
K326080	E	51
K326080	F	60
K326080	G	71
K326080	H	81
K326080	I	91
K326080	J	101
K326090	E	48
K326090	F	59
K326090	G	70
K326090	K	109
K326090	L	119
K326100	C	29
K326100	E	47
K326100	F	59
K326110	A	10
K326110	B	25
K326110	C	34
K326110	D	37
K326110	E	50
K326110	F	59
K326110	G	68
K326120	E	54
K326120	F	59
K326120	G	72
K326120	H	81
K326130	A	7
K326130	E	49
K326130	F	62
K326130	G	70
K326140	E	48
K326140	F	60
K326140	G	71
K326140	K	108
K326150	A	7
K326150	C	32
K326150	D	39
K326150	E	49
K326150	F	60
K326150	G	67
K326160	B	21
K326160	C	29
K326160	D	37
K326160	E	46
K326160	F	60
K326160	G	68
K326160	H	81
K326160	I	91
K326160	J	98
K326160	L	123
K326170	A	9
K326170	C	30
K326170	D	37
K326170	E	51
K326170	F	59
K326170	G	71
K326170	K	109
K326170	L	118
K326180	C	31
K326180	F	58
K326180	G	73
K326190	A	7
K326190	B	19
K326190	C	30
K326190	D	42
K326190	E	51
K326190	F	60
K326190	G	70
K326200	B	15
K326200	E	50
K326200	F	58
K326200	G	69
K326210	E	50
K326210	F	60
K326210	G	69
K326210	H	83
K326210	J	99
K326210	K	110
K326210	L	123
K326220	E	49
K326220	G	73
K326230	A	9
K326230	B	16
K326230	D	38
K326230	E	51
K326230	F	59
K326230	G	72
K326240	A	12
K326240	B	18
K326240	C	29
K326240	D	40
K326240	E	49
K326240	F	58
K326240	G	74
K326240	K	114
K326250	E	50
K326250	F	57
K326250	G	68
K326260	A	9
K326260	B	18
K326260	C	32
K326260	D	37
K326260	E	48
K326260	F	61
K326260	G	70
K326270	E	47
K326270	F	60
K326270	G	69
K326270	K	105
K326270	L	122
K326280	A	5
K326280	B	17
K326280	D	40
K326280	E	49
K326280	F	60
K326280	G	66
K326280	H	82
K326290	E	50
K326290	F	63
K326290	G	66
K326290	K	114
K326300	A	9
K326300	B	22
K326300	E	49
K326300	F	59
K326300	G	70
K326300	J	100
K326310	E	47
K326310	G	67
K326320	E	51
K326320	G	70
K326330	E	48
K326330	F	56
K326330	G	69
K326330	H	79
K326330	I	94
K326330	J	100
K326340	E	50
K326340	F	61
K326340	G	69
K326350	E	52
K326350	F	59
K326350	G	72
K326350	H	76
K326350	I	92
K326350	J	100
K326350	K	112
K326350	L	118
K326360	E	53
K326360	F	57
K326360	G	67
K326360	K	109
K326370	E	45
K326370	F	58
K326370	G	70
K326370	K	108
K326370	L	126
K326380	B	22
K326380	C	29
K326380	D	41
K326380	E	48
K326380	F	57
K326380	G	71
K326380	H	79
K326380	I	89
K326390	A	11
K326390	B	17
K326390	C	28
K326390	E	55
K326390	F	57
K326390	G	66
K326400	E	47
K326400	F	59
K326400	G	67
K326400	K	111
K326400	L	118
K326410	E	52
K326410	F	61
K326410	G	72
K326410	K	111
K326410	L	121
K326420	A	9
K326420	B	23
K326420	C	25
K326420	E	51
K326420	F	61
K326420	G	68
K326420	J	99
K326420	K	106
K326430	A	12
K326430	C	27
K326430	D	40
K326430	E	54
K326430	F	62
K326430	G	64
K326430	H	76
K326430	I	94
K326430	J	99
K326440	A	7
K326440	B	22
K326440	C	34
K326440	D	38
K326440	E	53
K326440	F	55
K326440	G	70
K326440	H	79
K326440	I	90
K326440	J	98
K326440	L	118
K326450	E	47
K326450	F	57
K326450	G	69
K326450	H	81
K326460	A	9
K326460	B	20
K326460	C	27
K326460	D	41
K326460	E	52
K326460	F	54
K326460	G	68
K326470	E	46
K326470	F	57
K326470	G	66
K326470	H	79
K326470	I	93
K326470	J	100
K326480	A	7
K326480	E	48
K326480	F	65
K326480	G	73
K326480	H	78
K326480	J	100
K326480	K	106
K326480	L	116
K326490	A	10
K326490	B	20
K326490	C	33
K326490	D	42
K326490	E	52
K326490	F	56
K326490	G	68
K326490	L	119
K326500	E	52
K326500	F	58
K326500	K	113
K326500	L	120
K326510	A	9
K326510	B	22
K326510	C	29
K326510	E	50
K326510	F	58
K326510	G	70
K326510	K	112
K326510	L	122
K326520	E	52
K326520	F	57
K326530	B	20
K326530	E	52
K326530	F	60
K326530	G	69
K326530	H	85
K326540	E	55
K326540	F	57
K326540	G	70
K326540	K	111
K326540	L	120
K326550	E	51
K326550	F	59
K326550	G	71
K326560	E	48
K326560	H	82
K326560	I	92
K326560	J	100
K326570	E	48
K326570	F	57
K326570	G	69
K326570	H	80
K326570	I	92
K326570	J	102
K326570	K	116
K326570	L	119
K326580	E	46
K326580	F	58
K326580	G	73
K326580	K	110
K326590	A	11
K326590	B	19
K326590	C	26
K326590	D	44
K326590	E	49
K326590	F	60
K326590	G	66
K326590	H	84
K326600	E	50
K326600	F	57
K326600	G	67
K326600	I	93
K326600	K	106
K326600	L	120
K326610	B	22
K326610	C	28
K326610	D	37
K326610	E	51
K326610	G	66
K326610	J	99
K326620	A	9
K326620	B	22
K326620	C	35
K326620	D	39
K326620	E	52
K326620	F	57
K326620	G	67
K326630	A	9
K326630	C	29
K326630	D	35
K326630	E	54
K326630	F	63
K326630	G	67
K326640	A	13
K326640	B	22
K326640	C	27
K326640	E	45
K326640	F	61
K326640	G	72
K326650	A	7
K326650	C	31
K326650	D	34
K326650	E	50
K326650	F	59
K326650	G	71
K326650	J	97
K326660	A	8
K326660	E	49
K326660	F	59
K326660	G	73
K326660	H	75
K326660	J	99
K326670	E	52
K326670	F	58
K326670	G	66
K326680	B	19
K326680	E	49
K326680	F	61
K326680	G	63
K326680	L	117
K326690	B	17
K326690	C	27
K326690	D	37
K326690	E	48
K326690	F	61
K326690	G	69
K326690	I	86
K326690	K	110
K326690	L	121
K326700	A	13
K326700	B	18
K326700	C	29
K326700	D	36
K326700	E	53
K326700	F	62
K326700	G	68
K326700	K	110
K326700	L	116
K326710	C	30
K326710	E	55
K326710	F	63
K326710	G	69
K326710	H	80
K326710	I	90
K326710	K	108
K326720	E	52
K326720	F	57
K326720	G	66
K326720	H	81
K326720	I	92
K326730	E	51
K326730	F	55
K326730	G	67
K326730	L	117
K326740	B	18
K326740	C	34
K326740	D	39
K326740	E	51
K326740	F	58
K326740	G	70
K326740	K	113
K326740	L	122
K326750	B	20
K326750	C	31
K326750	E	53
K326750	F	57
K326750	G	66
K326760	E	45
K326760	F	57
K326760	G	71
K326760	H	81
K326760	I	89
K326760	J	97
K326760	K	111
K326770	B	22
K326770	D	36
K326770	E	53
K326770	F	57
K326770	G	73
K326780	E	50
K326780	F	59
K326780	G	69
K326780	H	78
K326780	I	88
K326780	J	96
K326780	L	119
K326790	A	11
K326790	B	19
K326790	C	32
K326790	D	39
K326790	E	49
K326790	F	61
K326790	G	70
K326790	H	83
K326790	I	89
K326790	J	98
K326800	E	52
K326800	F	62
K326800	G	73
K326800	L	120
K326810	E	46
K326810	F	60
K326810	G	66
K326820	A	9
K326820	C	34
K326820	E	49
K326820	F	59
K326820	G	71
K326820	H	80
K326830	E	45
K326830	F	59
K326830	G	70
K326840	A	10
K326840	D	38
K326840	E	47
K326840	F	61
K326840	G	64
K326850	E	51
K326850	F	62
K326850	G	63
K326850	H	77
K326850	J	101
K326850	L	119
K326860	A	13
K326860	C	29
K326860	D	36
K326860	E	45
K326860	F	60
K326860	G	71
K326860	H	78
K326860	I	90
K326860	J	100
K326860	K	108
K326860	L	122
K326870	B	19
K326870	C	28
K326870	D	43
K326870	E	50
K326870	F	58
K326870	G	72
K326870	H	74
K326870	I	87
K326870	J	103
K326870	K	107
K326870	L	126
K326880	E	52
K326880	F	62
K326880	G	70
K326880	H	78
K326890	E	51
K326890	F	60
K326890	G	68
K326890	I	88
K326890	J	99
K326900	E	46
K326900	F	58
K326900	G	75
K326900	K	110
K326900	L	120
K326910	B	19
K326910	C	28
K326910	D	40
K326910	E	49
K326910	F	62
K326910	G	74
K326910	H	77
K326910	I	87
K326920	F	60
K326920	G	70
K326930	E	49
K326930	F	60
K326930	G	72
K326930	I	92
K326940	A	7
K326940	B	17
K326940	C	32
K326940	E	53
K326940	F	59
K326940	G	72
K326940	H	76
K326940	J	96
K326940	K	108
K326940	L	123
K326950	E	47
K326950	F	60
K326950	G	72
K326950	L	118
K326960	E	51
K326960	F	60
K326960	G	74
K326970	A	13
K326970	E	50
K326970	F	56
K326970	G	68
K326970	H	74
K326970	I	90
K326970	J	99
K326980	E	50
K326980	F	63
K326990	E	49
K326990	F	57
K326990	G	71
K327000	E	47
K327000	F	61
K327000	G	68
K327000	H	79
K327000	I	89
K327000	J	98
K327010	E	52
K327010	F	58
K327010	G	71
K327020	A	10
K327020	B	17
K327020	E	52
K327020	F	61
K327020	G	66
K327020	L	119
K327030	A	10
K327030	F	59
K327030	G	69
K327040	E	51
K327040	F	57
K327040	G	71
K327050	B	17
K327050	C	29
K327050	E	53
K327050	F	60
K327050	G	72
K327050	H	80
K327050	J	96
K327060	B	22
K327060	E	49
K327060	F	55
K327060	G	68
K327060	H	79
K327060	I	93
K327060	J	97
K327070	E	48
K327070	F	63
K327070	I	90
K327080	E	50
K327080	F	59
K327080	G	69
K327090	E	50
K327090	F	62
K327090	G	74
K327090	K	105
K327090	L	117
K327100	D	39
K327100	E	46
K327100	F	59
K327100	G	73
K327110	E	49
K327110	F	62
K327110	G	66
K327110	H	78
K327110	I	90
K327110	J	98
K327120	E	49
K327120	F	62
K327120	G	69
K327130	E	52
K327130	F	58
K327130	G	68
K327140	E	52
K327140	F	63
K327140	G	67
K327140	K	106
K327140	L	119
K327150	A	12
K327150	B	23
K327150	C	31
K327150	D	38
K327150	F	54
K327150	G	68
K327160	E	51
K327160	F	64
K327160	G	68
K327170	B	17
K327170	C	33
K327170	D	43
K327170	E	49
K327170	F	60
K327170	G	72
K327170	J	101
K327170	K	109
K327170	L	120
K327180	A	8
K327180	B	21
K327180	D	40
K327180	E	48
K327180	F	55
K327180	G	70
K327190	E	46
K327190	F	60
K327190	G	72
K327190	I	90
K327190	J	96
K327190	K	110
K327190	L	124
K327200	E	49
K327200	F	56
K327200	G	73
K327200	I	92
K327210	E	46
K327210	F	65
K327210	G	68
K327210	I	88
K327210	L	121
K327220	E	46
K327220	F	56
K327220	G	69
K327220	H	77
K327220	J	100
K327220	K	109
K327220	L	117
K327230	D	42
K327230	E	45
K327230	F	55
K327230	G	70
K327240	A	8
K327240	E	51
K327240	F	60
K327240	G	72
K327240	H	81
K327240	J	97
K327250	F	63
K327250	G	69
K327250	H	80
K327250	I	89
K327250	J	97
K327260	A	5
K327260	C	29
K327260	D	44
K327260	E	53
K327260	F	58
K327260	G	71
K327270	E	50
K327270	F	64
K327270	H	79
K327280	A	6
K327280	B	22
K327280	C	30
K327280	D	39
K327280	E	50
K327280	F	64
K327280	G	67
K327280	J	94
K327290	B	20
K327290	D	40
K327290	E	52
K327290	F	57
K327290	G	68
K327290	H	81
K327290	I	88
K327300	E	52
K327300	F	62
K327300	G	70
K327300	H	79
K327300	I	91
K327300	J	102
K327300	K	106
K327310	D	40
K327310	E	48
K327310	F	58
K327310	G	71
K327310	H	74
K327310	J	101
K327320	E	49
K327320	F	60
K327320	G	70
K327320	I	86
K327320	J	96
K327330	E	53
K327330	F	63
K327330	G	66
K327330	J	101
K327340	E	49
K327340	F	59
K327340	G	72
K327350	A	10
K327350	B	21
K327350	E	47
K327350	F	63
K327350	G	70
K327350	H	82
K327350	I	88
K327350	J	101
K327360	E	48
K327360	G	69
K327370	E	50
K327370	G	67
K327380	A	10
K327380	B	19
K327380	C	28
K327380	D	38
K327380	E	48
K327380	F	55
K327380	G	69
K327380	K	112
K327380	L	120
K327390	E	54
K327390	F	58
K327390	G	70
K327400	D	42
K327400	E	47
K327400	F	61
K327400	G	66
K327400	H	79
K327400	J	100
K327400	K	108
K327400	L	119
K327410	E	46
K327410	F	64
K327410	G	73
K327420	A	8
K327420	D	43
K327420	E	49
K327420	F	58
K327420	G	72
K327420	K	111
K327430	E	46
K327430	G	72
K327440	A	11
K327440	B	22
